student_number,first_name,last_name,course,course_title,teacher
3103 ,Yu,Yu,Yu,Course 7,Teacher 24
3103 ,Zong,Zong,Zong,Course 7,Teacher 24
3104 ,Song,Song,Song,Course 7,Teacher 24
3104 ,Chen,Chen,Chen,Course 7,Teacher 24
3105 ,Yang,Yang,Yang,Course 7,Teacher 24
3105 ,Zhang,Zhang,Zhang,Course 7,Teacher 24
3105 ,Li,Li,Li,Course 8,Teacher 25
3106 ,Yu,Yu,Yu,Course 8,Teacher 25
3106 ,Zong,Zong,Zong,Course 8,Teacher 25
3107 ,Song,Song,Song,Course 8,Teacher 25
3107 ,Chen,Chen,Chen,Course 8,Teacher 25
3108 ,Yang,Yang,Yang,Course 8,Teacher 25
3108 ,Zhang,Zhang,Zhang,Course 8,Teacher 25
3108 ,Li,Li,Li,Course 8,Teacher 25
3109 ,Yang,Yang,Yang,Course 8,Teacher 25
3109 ,Zhang,Zhang,Zhang,Course 8,Teacher 25
3110 ,Li,Li,Li,Course 8,Teacher 25
3110 ,Yu,Yu,Yu,Course 8,Teacher 25
3111 ,Zong,Zong,Zong,Course 8,Teacher 25
3111 ,Song,Song,Song,Course 8,Teacher 25
3111 ,Chen,Chen,Chen,Course 8,Teacher 25
3112 ,Yang,Yang,Yang,Course 8,Teacher 25
3112 ,Zhang,Zhang,Zhang,Course 8,Teacher 25
3113 ,Li,Li,Li,Course 8,Teacher 25
3113 ,Yu,Yu,Yu,Course 8,Teacher 25
3114 ,Zong,Zong,Zong,Course 8,Teacher 25
3114 ,Song,Song,Song,Course 8,Teacher 25
3114 ,Chen,Chen,Chen,Course 8,Teacher 25
3115 ,Yang,Yang,Yang,Course 8,Teacher 25
3115 ,Zhang,Zhang,Zhang,Course 8,Teacher 25
3116 ,Li,Li,Li,Course 8,Teacher 25
3116 ,Yang,Yang,Yang,Course 8,Teacher 25
3117 ,Zhang,Zhang,Zhang,Course 8,Teacher 25
3117 ,Li,Li,Li,Course 8,Teacher 25
3118 ,Yu,Yu,Yu,Course 8,Teacher 25
3118 ,Zong,Zong,Zong,Course 8,Teacher 26
3118 ,Yu,Yu,Yu,Course 8,Teacher 26
3119 ,Zong,Zong,Zong,Course 8,Teacher 26
3119 ,Song,Song,Song,Course 8,Teacher 26
3120 ,Chen,Chen,Chen,Course 8,Teacher 26
3120 ,Yang,Yang,Yang,Course 8,Teacher 26
3121 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
3121 ,Li,Li,Li,Course 8,Teacher 26
3121 ,Yu,Yu,Yu,Course 8,Teacher 26
3122 ,Zong,Zong,Zong,Course 8,Teacher 26
3122 ,Song,Song,Song,Course 8,Teacher 26
3123 ,Chen,Chen,Chen,Course 8,Teacher 26
3123 ,Yang,Yang,Yang,Course 8,Teacher 26
3124 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
3124 ,Li,Li,Li,Course 8,Teacher 26
3124 ,Yang,Yang,Yang,Course 8,Teacher 26
3125 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
3125 ,Li,Li,Li,Course 8,Teacher 26
3126 ,Yu,Yu,Yu,Course 8,Teacher 26
3126 ,Zong,Zong,Zong,Course 8,Teacher 26
3127 ,Song,Song,Song,Course 8,Teacher 26
3127 ,Chen,Chen,Chen,Course 8,Teacher 26
3127 ,Yang,Yang,Yang,Course 8,Teacher 26
3128 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
3128 ,Li,Li,Li,Course 8,Teacher 26
3129 ,Yu,Yu,Yu,Course 8,Teacher 26
3129 ,Zong,Zong,Zong,Course 8,Teacher 26
3130 ,Song,Song,Song,Course 8,Teacher 26
3130 ,Chen,Chen,Chen,Course 8,Teacher 26
3130 ,Yang,Yang,Yang,Course 8,Teacher 26
3131 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
3131 ,Li,Li,Li,Course 8,Teacher 26
3132 ,Yang,Yang,Yang,Course 8,Teacher 26
3132 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
3133 ,Li,Li,Li,Course 8,Teacher 26
3133 ,Yu,Yu,Yu,Course 8,Teacher 26
3134 ,Zong,Zong,Zong,Course 8,Teacher 26
3134 ,Song,Song,Song,Course 8,Teacher 26
3134 ,Chen,Chen,Chen,Course 8,Teacher 26
3135 ,Yang,Yang,Yang,Course 8,Teacher 26
3135 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
3136 ,Li,Li,Li,Course 8,Teacher 26
3136 ,Yu,Yu,Yu,Course 8,Teacher 26
3137 ,Zong,Zong,Zong,Course 8,Teacher 26
3137 ,Song,Song,Song,Course 8,Teacher 26
3137 ,Chen,Chen,Chen,Course 8,Teacher 26
3138 ,Yang,Yang,Yang,Course 8,Teacher 26
3138 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
3139 ,Li,Li,Li,Course 8,Teacher 26
3139 ,Yang,Yang,Yang,Course 8,Teacher 26
3140 ,Zhang,Zhang,Zhang,Course 8,Teacher 26
3140 ,Li,Li,Li,Course 8,Teacher 26
3140 ,Yu,Yu,Yu,Course 8,Teacher 26
3141 ,Zong,Zong,Zong,Course 8,Teacher 26
3141 ,Yu,Yu,Yu,Course 8,Teacher 26
3142 ,Zong,Zong,Zong,Course 8,Teacher 27
3142 ,Song,Song,Song,Course 8,Teacher 27
3143 ,Chen,Chen,Chen,Course 8,Teacher 27
3143 ,Yang,Yang,Yang,Course 8,Teacher 27
3143 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
3144 ,Li,Li,Li,Course 8,Teacher 27
3144 ,Yu,Yu,Yu,Course 8,Teacher 27
3145 ,Zong,Zong,Zong,Course 8,Teacher 27
3145 ,Song,Song,Song,Course 8,Teacher 27
3146 ,Chen,Chen,Chen,Course 8,Teacher 27
3146 ,Yang,Yang,Yang,Course 8,Teacher 27
3147 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
3147 ,Li,Li,Li,Course 8,Teacher 27
3147 ,Yang,Yang,Yang,Course 8,Teacher 27
3148 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
3148 ,Li,Li,Li,Course 8,Teacher 27
3149 ,Yu,Yu,Yu,Course 8,Teacher 27
3149 ,Zong,Zong,Zong,Course 8,Teacher 27
3150 ,Song,Song,Song,Course 8,Teacher 27
3150 ,Chen,Chen,Chen,Course 8,Teacher 27
3150 ,Yang,Yang,Yang,Course 8,Teacher 27
3151 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
3151 ,Li,Li,Li,Course 8,Teacher 27
3152 ,Yu,Yu,Yu,Course 8,Teacher 27
3152 ,Zong,Zong,Zong,Course 8,Teacher 27
3153 ,Song,Song,Song,Course 8,Teacher 27
3153 ,Chen,Chen,Chen,Course 8,Teacher 27
3153 ,Yang,Yang,Yang,Course 8,Teacher 27
3154 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
3154 ,Li,Li,Li,Course 8,Teacher 27
3155 ,Yang,Yang,Yang,Course 8,Teacher 27
3155 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
3156 ,Li,Li,Li,Course 8,Teacher 27
3156 ,Yu,Yu,Yu,Course 8,Teacher 27
3156 ,Zong,Zong,Zong,Course 8,Teacher 27
3157 ,Song,Song,Song,Course 8,Teacher 27
3157 ,Chen,Chen,Chen,Course 8,Teacher 27
3158 ,Yang,Yang,Yang,Course 8,Teacher 27
3158 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
3159 ,Li,Li,Li,Course 8,Teacher 27
3159 ,Yu,Yu,Yu,Course 8,Teacher 27
3159 ,Zong,Zong,Zong,Course 8,Teacher 27
3160 ,Song,Song,Song,Course 8,Teacher 27
3160 ,Chen,Chen,Chen,Course 8,Teacher 27
3161 ,Yang,Yang,Yang,Course 8,Teacher 27
3161 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
3162 ,Li,Li,Li,Course 8,Teacher 27
3162 ,Yang,Yang,Yang,Course 8,Teacher 27
3163 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
3163 ,Li,Li,Li,Course 8,Teacher 27
3163 ,Yu,Yu,Yu,Course 8,Teacher 27
3164 ,Zong,Zong,Zong,Course 8,Teacher 27
3164 ,Yu,Yu,Yu,Course 8,Teacher 27
3165 ,Zong,Zong,Zong,Course 8,Teacher 27
3165 ,Song,Song,Song,Course 8,Teacher 27
3166 ,Chen,Chen,Chen,Course 8,Teacher 27
3166 ,Yang,Yang,Yang,Course 8,Teacher 27
3166 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
3167 ,Li,Li,Li,Course 8,Teacher 27
3167 ,Yu,Yu,Yu,Course 8,Teacher 27
3168 ,Zong,Zong,Zong,Course 8,Teacher 27
3168 ,Song,Song,Song,Course 8,Teacher 27
3169 ,Chen,Chen,Chen,Course 8,Teacher 27
3169 ,Yang,Yang,Yang,Course 8,Teacher 27
3169 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
3170 ,Li,Li,Li,Course 8,Teacher 27
3170 ,Yu,Yu,Yu,Course 8,Teacher 27
3171 ,Zong,Zong,Zong,Course 8,Teacher 27
3171 ,Song,Song,Song,Course 8,Teacher 27
3172 ,Chen,Chen,Chen,Course 8,Teacher 27
3172 ,Yang,Yang,Yang,Course 8,Teacher 27
3172 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
3173 ,Li,Li,Li,Course 8,Teacher 27
3173 ,Yang,Yang,Yang,Course 8,Teacher 27
3174 ,Zhang,Zhang,Zhang,Course 8,Teacher 27
3174 ,Li,Li,Li,Course 8,Teacher 27
3175 ,Yu,Yu,Yu,Course 8,Teacher 27
3175 ,Zong,Zong,Zong,Course 8,Teacher 27
3175 ,Song,Song,Song,Course 8,Teacher 27
3176 ,Chen,Chen,Chen,Course 8,Teacher 27
3176 ,Yang,Yang,Yang,Course 8,Teacher 27
3177 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
3177 ,Li,Li,Li,Course 8,Teacher 28
3178 ,Yu,Yu,Yu,Course 8,Teacher 28
3178 ,Zong,Zong,Zong,Course 8,Teacher 28
3179 ,Song,Song,Song,Course 8,Teacher 28
3179 ,Chen,Chen,Chen,Course 8,Teacher 28
3179 ,Yang,Yang,Yang,Course 8,Teacher 28
3180 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
3180 ,Li,Li,Li,Course 8,Teacher 28
3181 ,Yang,Yang,Yang,Course 8,Teacher 28
3181 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
3182 ,Li,Li,Li,Course 8,Teacher 28
3182 ,Yu,Yu,Yu,Course 8,Teacher 28
3182 ,Zong,Zong,Zong,Course 8,Teacher 28
3183 ,Song,Song,Song,Course 8,Teacher 28
3183 ,Chen,Chen,Chen,Course 8,Teacher 28
3184 ,Yang,Yang,Yang,Course 8,Teacher 28
3184 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
3185 ,Li,Li,Li,Course 8,Teacher 28
3185 ,Yu,Yu,Yu,Course 8,Teacher 28
3185 ,Zong,Zong,Zong,Course 8,Teacher 28
3186 ,Song,Song,Song,Course 8,Teacher 28
3186 ,Chen,Chen,Chen,Course 8,Teacher 28
3187 ,Yang,Yang,Yang,Course 8,Teacher 28
3187 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
3188 ,Li,Li,Li,Course 8,Teacher 28
3188 ,Yang,Yang,Yang,Course 8,Teacher 28
3188 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
3189 ,Li,Li,Li,Course 8,Teacher 28
3189 ,Yu,Yu,Yu,Course 8,Teacher 29
3190 ,Zong,Zong,Zong,Course 8,Teacher 29
3190 ,Yu,Yu,Yu,Course 8,Teacher 29
3191 ,Zong,Zong,Zong,Course 8,Teacher 29
3191 ,Song,Song,Song,Course 8,Teacher 29
3191 ,Chen,Chen,Chen,Course 8,Teacher 29
3192 ,Yang,Yang,Yang,Course 8,Teacher 29
3192 ,Zhang,Zhang,Zhang,Course 8,Teacher 29
3193 ,Li,Li,Li,Course 8,Teacher 29
3193 ,Yu,Yu,Yu,Course 8,Teacher 29
3194 ,Zong,Zong,Zong,Course 8,Teacher 29
3194 ,Song,Song,Song,Course 8,Teacher 29
3195 ,Chen,Chen,Chen,Course 8,Teacher 29
3195 ,Yang,Yang,Yang,Course 8,Teacher 29
3195 ,Zhang,Zhang,Zhang,Course 8,Teacher 29
3196 ,Li,Li,Li,Course 8,Teacher 29
3196 ,Yang,Yang,Yang,Course 8,Teacher 29
3197 ,Zhang,Zhang,Zhang,Course 8,Teacher 29
3197 ,Li,Li,Li,Course 8,Teacher 29
3198 ,Yu,Yu,Yu,Course 8,Teacher 29
3198 ,Zong,Zong,Zong,Course 8,Teacher 29
3198 ,Song,Song,Song,Course 8,Teacher 29
3199 ,Chen,Chen,Chen,Course 8,Teacher 29
3199 ,Yang,Yang,Yang,Course 8,Teacher 29
3200 ,Zhang,Zhang,Zhang,Course 8,Teacher 29
3200 ,Li,Li,Li,Course 8,Teacher 28
3201 ,Yu,Yu,Yu,Course 8,Teacher 28
3201 ,Zong,Zong,Zong,Course 8,Teacher 28
3201 ,Song,Song,Song,Course 8,Teacher 28
3202 ,Chen,Chen,Chen,Course 8,Teacher 28
3202 ,Yang,Yang,Yang,Course 8,Teacher 28
3203 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
3203 ,Li,Li,Li,Course 8,Teacher 28
3204 ,Yang,Yang,Yang,Course 8,Teacher 28
3204 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
3204 ,Li,Li,Li,Course 8,Teacher 28
3205 ,Yu,Yu,Yu,Course 8,Teacher 28
3205 ,Zong,Zong,Zong,Course 8,Teacher 28
3206 ,Song,Song,Song,Course 8,Teacher 28
3206 ,Chen,Chen,Chen,Course 8,Teacher 28
3207 ,Yang,Yang,Yang,Course 8,Teacher 28
3207 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
3207 ,Li,Li,Li,Course 8,Teacher 28
3208 ,Yu,Yu,Yu,Course 8,Teacher 28
3208 ,Zong,Zong,Zong,Course 8,Teacher 28
3209 ,Song,Song,Song,Course 8,Teacher 28
3209 ,Chen,Chen,Chen,Course 8,Teacher 28
3210 ,Yang,Yang,Yang,Course 8,Teacher 28
3210 ,Zhang,Zhang,Zhang,Course 8,Teacher 28
3211 ,Li,Li,Li,Course 9,Teacher 30
3211 ,Yang,Yang,Yang,Course 9,Teacher 30
3211 ,Zhang,Zhang,Zhang,Course 9,Teacher 30
3212 ,Li,Li,Li,Course 9,Teacher 30
3212 ,Yu,Yu,Yu,Course 9,Teacher 30
3213 ,Zong,Zong,Zong,Course 9,Teacher 30
3213 ,Yu,Yu,Yu,Course 9,Teacher 30
3214 ,Zong,Zong,Zong,Course 9,Teacher 30
3214 ,Song,Song,Song,Course 9,Teacher 30
3214 ,Chen,Chen,Chen,Course 9,Teacher 30
3215 ,Yang,Yang,Yang,Course 9,Teacher 30
3215 ,Zhang,Zhang,Zhang,Course 9,Teacher 30
3216 ,Li,Li,Li,Course 9,Teacher 30
3216 ,Yu,Yu,Yu,Course 9,Teacher 30
3217 ,Zong,Zong,Zong,Course 9,Teacher 30
3217 ,Song,Song,Song,Course 9,Teacher 30
3217 ,Chen,Chen,Chen,Course 9,Teacher 30
3218 ,Yang,Yang,Yang,Course 9,Teacher 30
3218 ,Zhang,Zhang,Zhang,Course 9,Teacher 30
3219 ,Li,Li,Li,Course 10,Teacher 22
3219 ,Yang,Yang,Yang,Course 10,Teacher 22
3220 ,Zhang,Zhang,Zhang,Course 10,Teacher 22
3220 ,Li,Li,Li,Course 10,Teacher 22
3220 ,Yu,Yu,Yu,Course 10,Teacher 22
3221 ,Zong,Zong,Zong,Course 10,Teacher 22
3221 ,Song,Song,Song,Course 10,Teacher 22
3222 ,Chen,Chen,Chen,Course 10,Teacher 22
3222 ,Yang,Yang,Yang,Course 10,Teacher 22
3223 ,Zhang,Zhang,Zhang,Course 10,Teacher 22
3223 ,Li,Li,Li,Course 10,Teacher 22
3223 ,Yu,Yu,Yu,Course 10,Teacher 22
3224 ,Zong,Zong,Zong,Course 10,Teacher 22
3224 ,Song,Song,Song,Course 10,Teacher 22
3225 ,Chen,Chen,Chen,Course 10,Teacher 22
3225 ,Yang,Yang,Yang,Course 10,Teacher 22
3226 ,Zhang,Zhang,Zhang,Course 10,Teacher 22
3226 ,Li,Li,Li,Course 10,Teacher 22
3227 ,Yang,Yang,Yang,Course 10,Teacher 22
3227 ,Zhang,Zhang,Zhang,Course 10,Teacher 22
3227 ,Li,Li,Li,Course 10,Teacher 22
3228 ,Yu,Yu,Yu,Course 10,Teacher 22
3228 ,Zong,Zong,Zong,Course 10,Teacher 22
3229 ,Song,Song,Song,Course 10,Teacher 22
3229 ,Chen,Chen,Chen,Course 10,Teacher 22
3230 ,Yang,Yang,Yang,Course 10,Teacher 22
3230 ,Zhang,Zhang,Zhang,Course 10,Teacher 21
3230 ,Li,Li,Li,Course 10,Teacher 21
3231 ,Yu,Yu,Yu,Course 10,Teacher 21
3231 ,Zong,Zong,Zong,Course 10,Teacher 21
3232 ,Song,Song,Song,Course 10,Teacher 21
3232 ,Chen,Chen,Chen,Course 10,Teacher 21
3233 ,Yang,Yang,Yang,Course 10,Teacher 21
3233 ,Zhang,Zhang,Zhang,Course 10,Teacher 21
3233 ,Li,Li,Li,Course 10,Teacher 21
3234 ,Yang,Yang,Yang,Course 10,Teacher 21
3234 ,Zhang,Zhang,Zhang,Course 10,Teacher 21
3235 ,Li,Li,Li,Course 10,Teacher 21
3235 ,Yu,Yu,Yu,Course 10,Teacher 21
3236 ,Zong,Zong,Zong,Course 10,Teacher 21
3236 ,Yu,Yu,Yu,Course 10,Teacher 21
3236 ,Zong,Zong,Zong,Course 10,Teacher 21
3237 ,Song,Song,Song,Course 10,Teacher 21
3237 ,Chen,Chen,Chen,Course 10,Teacher 21
3238 ,Yang,Yang,Yang,Course 10,Teacher 21
3238 ,Zhang,Zhang,Zhang,Course 10,Teacher 21
3239 ,Li,Li,Li,Course 10,Teacher 21
3239 ,Yu,Yu,Yu,Course 10,Teacher 21
3239 ,Zong,Zong,Zong,Course 10,Teacher 21
3240 ,Song,Song,Song,Course 10,Teacher 21
3240 ,Chen,Chen,Chen,Course 10,Teacher 21
3241 ,Yang,Yang,Yang,Course 10,Teacher 21
3241 ,Zhang,Zhang,Zhang,Course 10,Teacher 21
3242 ,Li,Li,Li,Course 10,Teacher 21
3242 ,Yang,Yang,Yang,Course 10,Teacher 21
3243 ,Zhang,Zhang,Zhang,Course 10,Teacher 24
3243 ,Li,Li,Li,Course 10,Teacher 24
3243 ,Yu,Yu,Yu,Course 10,Teacher 24
3244 ,Zong,Zong,Zong,Course 10,Teacher 24
3244 ,Song,Song,Song,Course 10,Teacher 24
3245 ,Chen,Chen,Chen,Course 10,Teacher 24
3245 ,Yang,Yang,Yang,Course 10,Teacher 24
3246 ,Zhang,Zhang,Zhang,Course 10,Teacher 24
3246 ,Li,Li,Li,Course 10,Teacher 24
3246 ,Yu,Yu,Yu,Course 10,Teacher 24
3247 ,Zong,Zong,Zong,Course 10,Teacher 24
3247 ,Song,Song,Song,Course 10,Teacher 24
3248 ,Chen,Chen,Chen,Course 10,Teacher 24
3248 ,Yang,Yang,Yang,Course 10,Teacher 24
3249 ,Zhang,Zhang,Zhang,Course 10,Teacher 24
3249 ,Li,Li,Li,Course 10,Teacher 24
3249 ,Yang,Yang,Yang,Course 10,Teacher 24
3250 ,Zhang,Zhang,Zhang,Course 10,Teacher 24
3250 ,Li,Li,Li,Course 10,Teacher 24
3251 ,Yu,Yu,Yu,Course 10,Teacher 24
3251 ,Zong,Zong,Zong,Course 10,Teacher 24
3252 ,Song,Song,Song,Course 10,Teacher 24
3252 ,Chen,Chen,Chen,Course 10,Teacher 24
3252 ,Yang,Yang,Yang,Course 10,Teacher 24
3253 ,Zhang,Zhang,Zhang,Course 10,Teacher 24
3253 ,Li,Li,Li,Course 10,Teacher 23
3254 ,Yu,Yu,Yu,Course 10,Teacher 23
3254 ,Zong,Zong,Zong,Course 10,Teacher 23
3255 ,Song,Song,Song,Course 10,Teacher 23
3255 ,Chen,Chen,Chen,Course 10,Teacher 23
3256 ,Yang,Yang,Yang,Course 10,Teacher 23
3256 ,Zhang,Zhang,Zhang,Course 10,Teacher 23
3256 ,Li,Li,Li,Course 10,Teacher 23
3257 ,Yang,Yang,Yang,Course 10,Teacher 23
3257 ,Zhang,Zhang,Zhang,Course 10,Teacher 23
3258 ,Li,Li,Li,Course 10,Teacher 23
3258 ,Yu,Yu,Yu,Course 10,Teacher 23
3259 ,Zong,Zong,Zong,Course 10,Teacher 23
3259 ,Yu,Yu,Yu,Course 10,Teacher 23
3259 ,Zong,Zong,Zong,Course 10,Teacher 23
3260 ,Song,Song,Song,Course 10,Teacher 23
3260 ,Chen,Chen,Chen,Course 10,Teacher 23
3261 ,Yang,Yang,Yang,Course 10,Teacher 23
3261 ,Zhang,Zhang,Zhang,Course 10,Teacher 23
3262 ,Li,Li,Li,Course 10,Teacher 23
3262 ,Yu,Yu,Yu,Course 10,Teacher 23
3262 ,Zong,Zong,Zong,Course 10,Teacher 23
3263 ,Song,Song,Song,Course 10,Teacher 23
3263 ,Chen,Chen,Chen,Course 10,Teacher 23
3264 ,Yang,Yang,Yang,Course 11,Teacher 14
3264 ,Zhang,Zhang,Zhang,Course 11,Teacher 14
3265 ,Li,Li,Li,Course 11,Teacher 14
3265 ,Yang,Yang,Yang,Course 11,Teacher 14
3265 ,Zhang,Zhang,Zhang,Course 11,Teacher 14
3266 ,Li,Li,Li,Course 11,Teacher 14
3266 ,Yu,Yu,Yu,Course 11,Teacher 14
3267 ,Zong,Zong,Zong,Course 11,Teacher 14
3267 ,Song,Song,Song,Course 11,Teacher 14
3268 ,Chen,Chen,Chen,Course 11,Teacher 14
3268 ,Yang,Yang,Yang,Course 11,Teacher 14
3268 ,Zhang,Zhang,Zhang,Course 11,Teacher 14
3269 ,Li,Li,Li,Course 11,Teacher 14
3269 ,Yu,Yu,Yu,Course 11,Teacher 14
3270 ,Zong,Zong,Zong,Course 11,Teacher 14
3270 ,Song,Song,Song,Course 11,Teacher 14
3271 ,Chen,Chen,Chen,Course 11,Teacher 14
3271 ,Yang,Yang,Yang,Course 12,Teacher 31
3272 ,Zhang,Zhang,Zhang,Course 12,Teacher 31
3272 ,Li,Li,Li,Course 12,Teacher 31
3272 ,Yang,Yang,Yang,Course 12,Teacher 31
3273 ,Zhang,Zhang,Zhang,Course 12,Teacher 31
3273 ,Li,Li,Li,Course 12,Teacher 31
3274 ,Yu,Yu,Yu,Course 12,Teacher 31
3274 ,Zong,Zong,Zong,Course 12,Teacher 31
3275 ,Song,Song,Song,Course 12,Teacher 31
3275 ,Chen,Chen,Chen,Course 12,Teacher 31
3275 ,Yang,Yang,Yang,Course 12,Teacher 31
3276 ,Zhang,Zhang,Zhang,Course 12,Teacher 31
3276 ,Li,Li,Li,Course 12,Teacher 31
3277 ,Yu,Yu,Yu,Course 12,Teacher 31
3277 ,Zong,Zong,Zong,Course 12,Teacher 31
3278 ,Song,Song,Song,Course 12,Teacher 31
3278 ,Chen,Chen,Chen,Course 12,Teacher 31
3278 ,Yang,Yang,Yang,Course 12,Teacher 31
3279 ,Zhang,Zhang,Zhang,Course 12,Teacher 31
3279 ,Li,Li,Li,Course 12,Teacher 31
3280 ,Yang,Yang,Yang,Course 12,Teacher 31
3280 ,Zhang,Zhang,Zhang,Course 12,Teacher 31
3281 ,Li,Li,Li,Course 12,Teacher 31
3281 ,Yu,Yu,Yu,Course 12,Teacher 31
3281 ,Zong,Zong,Zong,Course 12,Teacher 31
3282 ,Yu,Yu,Yu,Course 12,Teacher 31
3282 ,Zong,Zong,Zong,Course 12,Teacher 31
3283 ,Song,Song,Song,Course 12,Teacher 31
3283 ,Chen,Chen,Chen,Course 12,Teacher 31
3284 ,Yang,Yang,Yang,Course 12,Teacher 31
3284 ,Zhang,Zhang,Zhang,Course 12,Teacher 32
3284 ,Li,Li,Li,Course 12,Teacher 32
3285 ,Yu,Yu,Yu,Course 12,Teacher 32
3285 ,Zong,Zong,Zong,Course 12,Teacher 32
3286 ,Song,Song,Song,Course 12,Teacher 32
3286 ,Chen,Chen,Chen,Course 12,Teacher 32
3287 ,Yang,Yang,Yang,Course 12,Teacher 32
3287 ,Zhang,Zhang,Zhang,Course 12,Teacher 32
3288 ,Li,Li,Li,Course 12,Teacher 32
3288 ,Yang,Yang,Yang,Course 12,Teacher 32
3288 ,Zhang,Zhang,Zhang,Course 12,Teacher 32
3289 ,Li,Li,Li,Course 12,Teacher 32
3289 ,Yu,Yu,Yu,Course 12,Teacher 32
3290 ,Zong,Zong,Zong,Course 12,Teacher 32
3290 ,Song,Song,Song,Course 12,Teacher 32
3291 ,Chen,Chen,Chen,Course 12,Teacher 32
3291 ,Yang,Yang,Yang,Course 12,Teacher 32
3291 ,Zhang,Zhang,Zhang,Course 12,Teacher 32
3292 ,Li,Li,Li,Course 12,Teacher 32
3292 ,Yu,Yu,Yu,Course 12,Teacher 32
3293 ,Zong,Zong,Zong,Course 12,Teacher 32
3293 ,Song,Song,Song,Course 12,Teacher 32
3294 ,Chen,Chen,Chen,Course 12,Teacher 32
3294 ,Yang,Yang,Yang,Course 12,Teacher 32
3294 ,Zhang,Zhang,Zhang,Course 12,Teacher 32
3295 ,Li,Li,Li,Course 12,Teacher 32
3295 ,Yang,Yang,Yang,Course 12,Teacher 32
3296 ,Zhang,Zhang,Zhang,Course 12,Teacher 31
3296 ,Li,Li,Li,Course 12,Teacher 31
3297 ,Yu,Yu,Yu,Course 12,Teacher 31
3297 ,Zong,Zong,Zong,Course 12,Teacher 31
3297 ,Song,Song,Song,Course 12,Teacher 31
3298 ,Chen,Chen,Chen,Course 12,Teacher 31
3298 ,Yang,Yang,Yang,Course 12,Teacher 31
3299 ,Zhang,Zhang,Zhang,Course 12,Teacher 31
3299 ,Li,Li,Li,Course 12,Teacher 31
3300 ,Yu,Yu,Yu,Course 12,Teacher 31
3300 ,Zong,Zong,Zong,Course 12,Teacher 31
3300 ,Song,Song,Song,Course 12,Teacher 31
3301 ,Chen,Chen,Chen,Course 12,Teacher 31
3301 ,Yang,Yang,Yang,Course 12,Teacher 31
3302 ,Zhang,Zhang,Zhang,Course 12,Teacher 31
3302 ,Li,Li,Li,Course 12,Teacher 31
3303 ,Yang,Yang,Yang,Course 12,Teacher 31
3303 ,Zhang,Zhang,Zhang,Course 12,Teacher 31
3304 ,Li,Li,Li,Course 12,Teacher 31
3304 ,Yu,Yu,Yu,Course 12,Teacher 31
3304 ,Zong,Zong,Zong,Course 12,Teacher 31
3305 ,Yu,Yu,Yu,Course 12,Teacher 31
3305 ,Zong,Zong,Zong,Course 12,Teacher 31
3306 ,Song,Song,Song,Course 12,Teacher 31
3306 ,Chen,Chen,Chen,Course 12,Teacher 31
3307 ,Yang,Yang,Yang,Course 12,Teacher 31
3307 ,Zhang,Zhang,Zhang,Course 12,Teacher 31
3307 ,Li,Li,Li,Course 12,Teacher 31
3308 ,Yu,Yu,Yu,Course 12,Teacher 31
3308 ,Zong,Zong,Zong,Course 12,Teacher 31
3309 ,Song,Song,Song,Course 12,Teacher 31
3309 ,Chen,Chen,Chen,Course 13,Teacher 33
3310 ,Yang,Yang,Yang,Course 13,Teacher 33
3310 ,Zhang,Zhang,Zhang,Course 13,Teacher 33
3310 ,Li,Li,Li,Course 13,Teacher 33
3311 ,Yu,Yu,Yu,Course 13,Teacher 33
3311 ,Zong,Zong,Zong,Course 13,Teacher 33
3312 ,Song,Song,Song,Course 13,Teacher 33
3312 ,Chen,Chen,Chen,Course 13,Teacher 33
3313 ,Yang,Yang,Yang,Course 13,Teacher 33
3313 ,Zhang,Zhang,Zhang,Course 13,Teacher 33
